order_id,orderrad_id,orderdatum,leveransdatum,produkt_sku,produktnamn,kategori,antal,pris_per_enhet,region,kundtyp,betalmetod,kund_id,leveransstatus,recension_text,recensionsdatum,betyg
ORD-2024-00265,ORD-2024-00265-1,"August 03, 2024",2024-08-05,SKU-SD002,Extern SSD 500GB,Lagring,1,699.00,Sthml,Privat,Kort,KND-73491,Skickad,,,
ORD-2024-00266,ORD-2024-00266-1,2024-10-05,2024-10-07,SKU-WC001,Webbkamera HD,Tillbehör,1,799.00,Stockholm,Konsument,Kort,KND-27139,Levererad,,,
ORD-2024-00267,ORD-2024-00267-1,2024-12-30,2025-01-01,SKU-HS002,Headset Budget,Ljud,1,499.00,Stockholm,Privat,Mobilbetalning,KND-49870,Levererad,,,
ORD-2024-00267,ORD-2024-00267-2,2024-12-30,2025-01-01,SKU-MN001,"Bildskärm 27"" UHD",Bildskärmar,1,4999.00,Stockholm,Privat,,KND-49870,Levererad,Snabb leverans och produkten är fantastisk!,2025-01-08,4
ORD-2024-00268,ORD-2024-00268-1,2024-08-16,2024-08-19,SKU-SD002,Extern SSD 500GB,Lagring,1,699.00,Malmö,Privat,Kort,KND-10485,Levererad,Produkten gick sönder efter en månad.,2024-08-29,1
ORD-2024-00269,ORD-2024-00269-1,2024-10-11,2024-10-14,SKU-MS001,Trådlös Mus X1,Tillbehör,1,399.00,Stockholm,Privat,Faktura,KND-71637,Levererad,Snabb leverans och produkten är fantastisk!,2024-10-27,5
ORD-2024-00269,ORD-2024-00269-2,2024-10-11,2024-10-14,SKU-MS002,Ergonomisk Mus Pro,Tillbehör,1,699.00,Stockholm,Privat,Faktura,KND-71637,Levererad,,,
ORD-2024-00270,ORD-2024-00270-1,2024-06-06,2024-06-10,SKU-WC001,Webbkamera HD,Tillbehör,1,799.00,Linköping,Företag,Faktura,KND-17964,Mottagen,Snabb leverans och produkten är fantastisk!,2024-06-11,4
ORD-2024-00270,ORD-2024-00270-2,2024-06-06,2024-06-10,SKU-KB001,Mekaniskt Tangentbord K7,Tillbehör,en,1299.00,Linköping,Företag,Faktura,KND-17964,Levererad,"Leveransen tog lite längre än utlovat, men produkten är ok.",2024-06-16,3
ORD-2024-00270,ORD-2024-00270-3,2024-06-06,2024-06-10,SKU-MS001,Trådlös Mus X1,Tillbehör,5,399.00,Linköping,Firma,Faktura,KND-17964,levererad,,,
ORD-2024-00271,ORD-2024-00271-1,2024-05-17,19 maj 2024,SKU-WC001,Webbkamera HD,Tillbehör,2,799.00,Malmö,Företag,Faktura,KND-39800,Levererad,"Smidigt att beställa, produkten kom snabbt och fungerar perfekt.",2024-05-21,5
ORD-2024-00271,ORD-2024-00271-2,2024/05/17,2024-05-19,SKU-LP002,Laptop Budget 14,Datorer,1,7999.00,Malmö,Företag,,KND-39800,Levererad,"Förväntade mig mer för priset, men den duger.",2024-05-26,3
ORD-2024-00271,ORD-2024-00271-3,2024-05-17,2024-05-19,SKU-SD001,Extern SSD 1TB,Lagring,3,1199.00,Malmö,Företag,Faktura,KND-39800,Levererad,,,
ORD-2024-00272,ORD-2024-00272-1,2024-12-08,2024-12-10,SKU-SD001,Extern SSD 1TB,Lagring,1,1199.00,Malmö,Privat,Kort,KND-70315,Levererad,Fantastisk produkt! Fungerar precis som utlovat.,2024-12-13,4
ORD-2024-00273,ORD-2024-00273-1,2024-07-14,2024-07-17,SKU-HB001,USB-C Hub 7-port,Tillbehör,1,549:-,Göteborg,Privat,Kort,KND-51151,Levererad,,,
ORD-2024-00273,ORD-2024-00273-2,14/07/2024,2024-07-17,SKU-MN002,"Bildskärm 24"" FHD",Bildskärmar,1,2499.00,Göteborg,Privat,Kort,KND-51151,Levererad,För dyrt för vad man får.,2024-07-26,1
ORD-2024-00273,ORD-2024-00273-3,2024-07-14,2024-07-17,SKU-SP001,Bluetooth-högtalare,Ljud,1,899:-,Göteborg,PRIVAT,Kort,KND-51151,Mottagen,,,
ORD-2024-00274,ORD-2024-00274-1,2024-06-11,2024-06-14,SKU-MN001,"Bildskärm 27"" UHD",Bildskärmar,1,4999.00,Stockholm,Företag,Faktura,KND-82519,Levererad,,,
ORD-2024-00274,ORD-2024-00274-2,2024-06-11,2024-06-14,SKU-LP003,Laptop Gaming X,Datorer,5,18999.00,Stockholm,Företag,Faktura,KND-82519,Levererad,,,
ORD-2024-00274,ORD-2024-00274-3,2024-06-11,2024-06-14,SKU-MN003,"Bildskärm 32"" Curved",Bildskärmar,3,5999.00,Stockholm,Företag,Faktura,KND-82519,Skickad,Fantastisk produkt! Fungerar precis som utlovat.,2024-06-17,5
ORD-2024-00275,ORD-2024-00275-1,2024-01-27,2024-01-29,SKU-SD001,Extern SSD 1TB,Lagring,1,1199.00,Malmö,Privat,swish,KND-52297,Levererad,,,
ORD-2024-00275,ORD-2024-00275-2,2024-01-27,2024-01-29,SKU-WC001,Webbkamera HD,Tillbehör,2,799.00,Malmö,Privat,Swish,KND-52297,Levererad,,,
ORD-2024-00275,ORD-2024-00275-3,2024-01-27,2024-01-29,SKU-HS001,Headset Pro ANC,Ljud,1,1899.00,Malmö,Privat,Swish,KND-52297,Levererad,Prisvärt och bra kvalitet. Kommer köpa igen.,2024-02-07,5
ORD-2024-00276,ORD-2024-00276-1,2024-03-17,2024-03-19,SKU-MN001,"Bildskärm 27"" UHD",Bildskärmar,1,4999.00,Göteborg,Företag,Faktura,KND-49885,Levererad,Snabb leverans och produkten är fantastisk!,2024-03-30,5
ORD-2024-00277,ORD-2024-00277-1,2024-02-02,2024-02-05,SKU-KB002,Kompakt Tangentbord Mini,Tillbehör,1,599.00,Malmö,Privat,Swish,KND-25060,Levererad,"Förväntade mig mer för priset, men den duger.",2024-02-07,3
ORD-2024-00278,ORD-2024-00278-1,2024-11-13,2024-11-16,SKU-LP002,Laptop Budget 14,Datorer,1,7999.00,Malmo,Privat,Faktura,KND-26433,Levererad,,,
ORD-2024-00279,ORD-2024-00279-1,2024-03-06,2024-03-09,SKU-KB001,Mekaniskt Tangentbord K7,Tillbehör,1,1299 kr,STOCKHOLM,PRIVAT,Swish,KND-10196,Levererad,,,
ORD-2024-00280,ORD-2024-00280-1,2024-10-01,2024/10/04,SKU-KB002,Kompakt Tangentbord Mini,Tillbehör,1,599.00,Stockholm,Privat,Kort,KND-93317,Mottagen,Prisvärt och bra kvalitet. Kommer köpa igen.,2024-10-17,4
ORD-2024-00281,ORD-2024-00281-1,2024-10-04,2024-10-02,SKU-MN002,"Bildskärm 24"" FHD",Bildskärmar,2,2499.00,Malmö,PRIVAT,Kort,KND-73696,Levererad,Produkten var trasig vid leverans. Besviken.,2024-10-21,1
ORD-2024-00281,ORD-2024-00281-2,2024/10/04,2024-10-07,SKU-HB001,USB-C Hub 7-port,Tillbehör,2,549.00,Malmö,Privat,Kort,KND-73696,Levererad,Väntade i över en vecka på leveransen. Oacceptabelt.,2024-10-11,1
ORD-2024-00282,ORD-2024-00282-1,2024-09-14,2024-09-16,SKU-LP002,Laptop Budget 14,Datorer,1,7999.00,Stockholm,Privat,Kort,KND-67778,Levererad,Fungerar inte som det ska. Måste returnera.,2024-09-17,1
ORD-2024-00283,ORD-2024-00283-1,2024-09-27,2024-09-29,SKU-LP002,Laptop Budget 14,Datorer,1 st,7999 kr,Gothenburg,Privat,Swish,KND-92688,retur,Inte alls nöjd. Kommer inte handla här igen.,2024-10-02,1
ORD-2024-00284,ORD-2024-00284-1,2024-11-10,2024-11-13,SKU-MS002,Ergonomisk Mus Pro,Tillbehör,1,699.00,Stockholm,Privat,,KND-22527,Levererad,Fungerar inte som det ska. Måste returnera.,2024-11-18,1
ORD-2024-00284,ORD-2024-00284-2,"November 10, 2024",2024-11-13,SKU-SD001,Extern SSD 1TB,Lagring,1,1199.00,Stockholm,Privat,Kort,KND-22527,Levererad,"Förväntade mig mer för priset, men den duger.",2024-11-24,3
ORD-2024-00285,ORD-2024-00285-1,2024-01-16,2024/01/19,SKU-LP003,Laptop Gaming X,Datorer,2,18999.00,Göteborg,Företag,Faktura,KND-26546,Skickad,,,
ORD-2024-00285,ORD-2024-00285-2,2024-01-16,2024-01-19,SKU-SD002,Extern SSD 500GB,Lagring,3,699.00,Göteborg,Företag,Faktura,KND-26546,Levererad,,,
ORD-2024-00286,ORD-2024-00286-1,2024-09-13,2024-09-15,SKU-MN002,"Bildskärm 24"" FHD",Bildskärmar,1,2499.00,Stockholm,Privat,Kort,KND-17940,Levererad,"Leveransen tog lite längre än utlovat, men produkten är ok.",2024-09-19,3
ORD-2024-00300,ORD-2024-00300-1,2024-11-03,2024-11-05,SKU-LP001,Laptop Pro 15,Datorer,5,14999.00,Göteborg,Företag,Faktura,KND-21404,LEVERERAD,Riktigt nöjd! Använder den dagligen.,2024-11-15,5
ORD-2024-00286,ORD-2024-00286-2,2024-09-13,2024-09-15,SKU-HS001,Headset Pro ANC,Ljud,1,1899.00,STOCKHOLM,Privat,Kort,KND-17940,Levererad,,,
ORD-2024-00287,ORD-2024-00287-1,2024-09-18,2024-09-21,SKU-MS002,Ergonomisk Mus Pro,Tillbehör,2,699.00,Malmö,Privat,Kort,KND-39439,Levererad,Snabb leverans och produkten är fantastisk!,2024-09-25,5
ORD-2024-00287,ORD-2024-00287-2,2024-09-18,2024-09-21,SKU-MN003,"Bildskärm 32"" Curved",Bildskärmar,1,5999.00,MALMÖ,Privat,Kort,KND-39439,Levererad,Kan varmt rekommendera denna produkt.,2024-10-03,4
ORD-2024-00288,ORD-2024-00288-1,2024-12-04,2024-12-07,SKU-MS002,Ergonomisk Mus Pro,Tillbehör,2,699.00,Stockholm,Företag,Swish,KND-47417,Levererad,Riktigt nöjd! Använder den dagligen.,2024-12-13,4
ORD-2024-00288,ORD-2024-00288-2,2024-12-04,2024-12-07,SKU-SD002,Extern SSD 500GB,Lagring,1,699.00,Stockholm,Företag,Swish,KND-47417,Levererad,Snabb leverans och produkten är fantastisk!,2024-12-18,4
ORD-2024-00288,ORD-2024-00288-3,2024-12-04,2024-12-07,SKU-KB002,Kompakt Tangentbord Mini,Tillbehör,1,599.00,Stockholm,Företag,Swish,KND-47417,Levererad,Fantastisk produkt! Fungerar precis som utlovat.,2024-12-14,4
ORD-2024-00288,ORD-2024-00288-4,2024-12-04,2024-12-07,SKU-HS002,Headset Budget,Ljud,2,499.00,Sthlm,Företag,SWISH,KND-47417,,,,
ORD-2024-00289,ORD-2024-00289-1,2024-08-06,"August 09, 2024",SKU-HS002,Headset Budget,Ljud,2,499.00,Västerås,PRIVAT,Swish,KND-64656,Levererad,,,
ORD-2024-00290,ORD-2024-00290-1,2024-06-02,2024-06-05,SKU-HB001,USB-C Hub 7-port,Tillbehör,1,549.00,Stockholm,Privat,KORT,KND-87552,Levererad,Mycket nöjd med köpet. Snabb leverans också!,2024-06-18,4
ORD-2024-00291,ORD-2024-00291-1,2024-10-25,2024-10-28,SKU-HS001,Headset Pro ANC,Ljud,1,1899.00,Stockholm,Privat,Faktura,KND-73514,Levererad,,,
ORD-2024-00292,ORD-2024-00292-1,2024-11-17,2024-11-22,SKU-KB001,Mekaniskt Tangentbord K7,Tillbehör,1,1299.00,Norr,Privat,Faktura,KND-94071,Levererad,Mycket nöjd med köpet. Snabb leverans också!,2024-11-26,5
ORD-2024-00293,ORD-2024-00293-1,2024-04-09,2024-04-11,SKU-HB001,USB-C Hub 7-port,Tillbehör,5,549.00,Göteborg,Företag,Faktura,KND-90423,Levererad,Standard. Inget att klaga på direkt.,2024-04-15,3
ORD-2024-00293,ORD-2024-00293-2,2024-04-09,2024-04-11,SKU-MN001,"Bildskärm 27"" UHD",Bildskärmar,1,4999.00,Göteborg,Företag,Faktura,KND-90423,Mottagen,Fantastisk produkt! Fungerar precis som utlovat.,2024-04-18,5
ORD-2024-00294,ORD-2024-00294-1,2024-12-06,2024-12-09,SKU-HB001,USB-C Hub 7-port,Tillbehör,1,549.00,LINKÖPING,Privat,Kort,KND-63982,Returnerad,Super! Kommer definitivt handla här igen.,2024-12-17,4
ORD-2024-00295,ORD-2024-00295-1,2024-01-19,2024-01-22,SKU-MS001,Trådlös Mus X1,Tillbehör,1,399.00,Göteborg,Privat,Kort,KND-10168,Levererad,Prisvärt och bra kvalitet. Kommer köpa igen.,2024-02-04,5
ORD-2024-00295,ORD-2024-00295-2,2024-01-19,2024-01-22,SKU-SD002,Extern SSD 500GB,Lagring,en,699.00,Göteborg,Privat,Kort,KND-10168,levererad,,,
ORD-2024-00296,ORD-2024-00296-1,2024-08-30,2024-09-02,SKU-HS002,Headset Budget,Ljud,1,499.00,stockholm,Privat,Swish,KND-22531,Levererad,,,
ORD-2024-00297,ORD-2024-00297-1,2024-10-02,2024-10-09,SKU-MN001,"Bildskärm 27"" UHD",Bildskärmar,1,"4 999,00",Norrland,Privat,Kort,KND-25126,Levererad,,,
ORD-2024-00298,ORD-2024-00298-1,2024-11-06,2024-11-10,SKU-MN002,"Bildskärm 24"" FHD",Bildskärmar,1,2499.00,Uppsala,Privat,Faktura,KND-64932,Mottagen,Produkten gick sönder efter en månad.,2024-11-11,2
ORD-2024-00299,ORD-2024-00299-1,2024-09-28,2024-09-30,SKU-MN002,"Bildskärm 24"" FHD",Bildskärmar,2,"2 499,00",Göteborg,Företag,Faktura,KND-35487,Levererad,,,
ORD-2024-00299,ORD-2024-00299-2,2024-09-28,2024-09-30,SKU-LP001,Laptop Pro 15,Datorer,1,14999.00,Göteborg,Företag,Faktura,KND-35487,Levererad,"Smidigt att beställa, produkten kom snabbt och fungerar perfekt.",2024-10-04,5
ORD-2024-00299,ORD-2024-00299-3,2024-09-28,2024-09-30,SKU-MN003,"Bildskärm 32"" Curved",Bildskärmar,10,5999.00,Göteborg,Företag,Faktura,KND-35487,Levererad,Överträffade mina förväntningar. 5 av 5!,2024-10-03,5
ORD-2024-00300,ORD-2024-00300-1,2024-11-03,2024-11-05,SKU-LP001,Laptop Pro 15,Datorer,5,14999.00,Göteborg,Företag,Faktura,KND-21404,LEVERERAD,Riktigt nöjd! Använder den dagligen.,2024-11-15,5
ORD-2024-00301,ORD-2024-00301-1,2024-10-28,2024-10-30,SKU-MN002,"Bildskärm 24"" FHD",Bildskärmar,2,2499.00,Stockholm,Företag,Faktura,KND-58977,Levererad,Fantastisk produkt! Fungerar precis som utlovat.,2024-11-11,4
ORD-2024-00302,ORD-2024-00302-1,2024-03-03,2024-03-06,SKU-SD001,Extern SSD 1TB,Lagring,1,1199.00,Örebro,Privat,Swish,KND-55105,RETUR,Kan varmt rekommendera denna produkt.,12 mars 2024,5
ORD-2024-00303,ORD-2024-00303-1,2024-09-25,2024-09-28,SKU-MN002,"Bildskärm 24"" FHD",Bildskärmar,1,2499.00,göteborg,Företag,Faktura,KND-96354,Levererad,Trasig förpackning och skadad produkt.,"October 10, 2024",2
ORD-2024-00303,ORD-2024-00303-2,2024-09-25,2024-09-28,SKU-MS002,Ergonomisk Mus Pro,Tillbehör,"""1""",699.00,Göteborg,B2B,Faktura,KND-96354,Levererad,Mycket nöjd med köpet. Snabb leverans också!,2024-10-05,4
ORD-2024-00303,ORD-2024-00303-3,2024-09-25,28/09/2024,SKU-LP003,Laptop Gaming X,Datorer,2,18999.00,Göteborg,Företag,Faktura,KND-96354,Levererad,,,
ORD-2024-00304,ORD-2024-00304-1,2024-08-08,2024-08-11,SKU-SP001,Bluetooth-högtalare,Ljud,1,899 kr,Stockholm,Företag,Kort,KND-54672,Levererad,Kan varmt rekommendera denna produkt.,2024-08-25,4
ORD-2024-00304,ORD-2024-00304-2,2024-08-08,2024-08-11,SKU-HS001,Headset Pro ANC,Ljud,2,1899.00,Stockholm,Företag,Kort,KND-54672,Levererad,,,
ORD-2024-00304,ORD-2024-00304-3,2024-08-08,2024-08-11,SKU-MN001,"Bildskärm 27"" UHD",Bildskärmar,1,4999.00,Stockholm,Företag,Kort,KND-54672,Levererad,Leveransskada - kartongen var helt demolerad.,2024-08-21,1
ORD-2024-00305,ORD-2024-00305-1,2024-03-02,2024-03-04,SKU-MS001,Trådlös Mus X1,Tillbehör,1,399.00,Göteborg,Privat,,KND-19561,Levererad,,,
ORD-2024-00306,ORD-2024-00306-1,2024-01-09,2024-01-11,SKU-MS001,Trådlös Mus X1,Tillbehör,1,399.00,Göteborg,Privat,,KND-95909,Levererad,Kan varmt rekommendera denna produkt.,2024-01-24,4
ORD-2024-00306,ORD-2024-00306-2,2024-01-09,2024-01-11,SKU-MN003,"Bildskärm 32"" Curved",Bildskärmar,1,5999.00,Göteborg,Privat,Kort,KND-95909,levererad,,,
ORD-2024-00307,ORD-2024-00307-1,2024-12-31,2025-01-07,SKU-MN002,"Bildskärm 24"" FHD",Bildskärmar,1,2499.00,Norrland,Privat,Kort,KND-69160,Levererad,,,
ORD-2024-00308,ORD-2024-00308-1,2024-08-23,2024-08-25,SKU-LP003,Laptop Gaming X,Datorer,1,18999.00,Göteborg,privat,Kreditkort,KND-84482,Levererad,,,
ORD-2024-00308,ORD-2024-00308-2,2024-08-23,2024-08-25,SKU-MN002,"Bildskärm 24"" FHD",Bildskärmar,2,2499:-,Göteborg,Privat,kort,KND-84482,Levererad,,,
ORD-2024-00309,ORD-2024-00309-1,11 november 2024,2024-11-14,SKU-MS001,Trådlös Mus X1,Tillbehör,1,399.00,Malmö,b2c,Kort,KND-51906,levererad,,,
ORD-2024-00310,ORD-2024-00310-1,2024-04-04,2024-04-07,SKU-HS002,Headset Budget,Ljud,2,499.00,Malmö,Privat,Faktura,KND-77627,levererad,Varken bra eller dåligt. Fungerar.,2024-04-17,3
ORD-2024-00311,ORD-2024-00311-1,2024-03-19,2024-03-22,SKU-MS002,Ergonomisk Mus Pro,Tillbehör,10,699.00,Göteborg,b2b,Faktura,KND-58446,Levererad,,,
ORD-2024-00311,ORD-2024-00311-2,2024-03-19,2024-03-22,SKU-LP002,Laptop Budget 14,Datorer,5,7999.00,Göteborg,Företag,Faktura,KND-58446,Levererad,"Smidigt att beställa, produkten kom snabbt och fungerar perfekt.",2024-03-25,4
ORD-2024-00312,ORD-2024-00312-1,2024-10-29,2024-11-03,SKU-LP003,Laptop Gaming X,Datorer,2,18999.00,Norrland,Privat,Faktura,KND-11003,Levererad,Fantastisk produkt! Fungerar precis som utlovat.,2024-11-16,5
ORD-2024-00313,ORD-2024-00313-1,2024-12-29,2024-12-31,SKU-MS001,Trådlös Mus X1,Tillbehör,1,399.00,Stockholm,Privat,Kort,KND-20871,Levererad,,,
ORD-2024-00314,ORD-2024-00314-1,2024-02-21,2024-02-25,SKU-KB001,Mekaniskt Tangentbord K7,Tillbehör,1,1299.00,Uppsala,Privat,Mastercard,KND-72224,Levererad,Riktigt nöjd! Använder den dagligen.,2024-03-03,5
ORD-2024-00314,ORD-2024-00314-2,2024-02-21,2024-02-25,SKU-WC001,Webbkamera HD,Tillbehör,1,799.00,Uppsala,Privat,Kort,KND-72224,Levererad,,,
ORD-2024-00315,ORD-2024-00315-1,2024-04-06,2024-04-08,SKU-KB002,Kompakt Tangentbord Mini,Tillbehör,1,599.00,Stockholm,Privat,Faktura,KND-22606,Levererad,,,
ORD-2024-00315,ORD-2024-00315-2,2024-04-06,2024-04-08,SKU-KB001,Mekaniskt Tangentbord K7,Tillbehör,1,1299.00,Sthml,Privat,Faktura,KND-22606,Levererad,,,
ORD-2024-00316,ORD-2024-00316-1,2024-07-25,2024-07-28,SKU-MN003,"Bildskärm 32"" Curved",Bildskärmar,1,5999.00,,privat,kort,KND-74861,Retur,Bästa tangentbordet jag haft. Rekommenderar!,2024-08-04,5
ORD-2024-00317,ORD-2024-00317-1,2024-01-06,2024-01-10,SKU-MS002,Ergonomisk Mus Pro,Tillbehör,1,699.00,Uppsala,Privat,,KND-54291,Retur,Prisvärt och bra kvalitet. Kommer köpa igen.,2024-01-21,4
ORD-2024-00317,ORD-2024-00317-2,2024-01-06,2024-01-10,SKU-SD001,Extern SSD 1TB,Lagring,1,1199.00,Uppsala,Privat,Invoice,KND-54291,Retur,Produkten var trasig vid leverans. Besviken.,2024-01-24,2
ORD-2024-00318,ORD-2024-00318-1,30/07/2024,2024-08-02,SKU-LP003,Laptop Gaming X,Datorer,1,18999.00,Malmo,Privat,Kort,KND-32333,Levererad,,,
ORD-2024-00318,ORD-2024-00318-2,2024-07-30,2024-08-02,SKU-HS001,Headset Pro ANC,Ljud,1,1899.00,Malmö,Konsument,Kort,KND-32333,Skickad,Prisvärt och bra kvalitet. Kommer köpa igen.,2024-08-03,4
ORD-2024-00319,ORD-2024-00319-1,2024-10-14,2024-10-18,SKU-LP002,Laptop Budget 14,Datorer,1st,7999.00,Uppsala,Privat,Swish,KND-22883,Levererad,,,
ORD-2024-00320,ORD-2024-00320-1,2024-06-27,2024-06-30,SKU-WC001,Webbkamera HD,Tillbehör,1,799.00,Stockholm,Privat,Swish,KND-77486,Levererad,Riktigt nöjd! Använder den dagligen.,2024-07-03,5
ORD-2024-00321,ORD-2024-00321-1,2024-09-02,2024-09-08,SKU-WC001,Webbkamera HD,Tillbehör,1,799.00,Norrland,Privat,Swish,KND-83012,Skickad,,,
ORD-2024-00322,ORD-2024-00322-1,2024-10-22,2024-10-25,SKU-MN002,"Bildskärm 24"" FHD",Bildskärmar,"""1""",2499.00,Stockholm,Privat,Kort,KND-20522,Levererad,"Smidigt att beställa, produkten kom snabbt och fungerar perfekt.",2024-10-26,4
ORD-2024-00322,ORD-2024-00322-2,2024-10-22,2024-10-25,SKU-MS001,Trådlös Mus X1,Tillbehör,1,399.00,Stockholm,Privat,KORT,KND-20522,Levererad,Mycket nöjd med köpet. Snabb leverans också!,2024-11-08,5
ORD-2024-00323,ORD-2024-00323-1,2024-12-27,2024-12-30,SKU-SD002,Extern SSD 500GB,Lagring,en,699.00,Stockholm,Privat,Faktura,KND-44298,Under transport,,,
ORD-2024-00323,ORD-2024-00323-2,2024-12-27,2024-12-30,SKU-MN002,"Bildskärm 24"" FHD",Bildskärmar,1,2499.00,Stockholm,Privat,Faktura,KND-44298,Skickad,,,
ORD-2024-00324,ORD-2024-00324-1,2024-01-25,2024-01-29,SKU-MN002,"Bildskärm 24"" FHD",Bildskärmar,1,2499.00,Uppsala,Privat,Kort,KND-80314,Levererad,,,
ORD-2024-00325,ORD-2024-00325-1,2024-01-07,2024-01-10,SKU-SD002,Extern SSD 500GB,Lagring,1,699.00,Göteborg,Privat,Kort,KND-13840,Levererad,Helt underbar kvalitet för pengarna.,2024-01-14,5
ORD-2024-00326,ORD-2024-00326-1,25/05/2024,2024-05-27,SKU-KB002,Kompakt Tangentbord Mini,Tillbehör,1,599.00,Stockholm,Företag,Faktura,KND-79731,Levererad,,,
ORD-2024-00326,ORD-2024-00326-2,2024-05-25,2024-05-27,SKU-WC001,Webbkamera HD,Tillbehör,3,799.00,stockholm,Företag,Faktura,KND-79731,Levererad,Prisvärt och bra kvalitet. Kommer köpa igen.,2024-05-29,4
ORD-2024-00326,ORD-2024-00326-3,2024-05-25,2024-05-27,SKU-SP001,Bluetooth-högtalare,Ljud,1,899.00,Stockholm,Företag,Faktura,KND-79731,Levererad,,,
ORD-2024-00327,ORD-2024-00327-1,2024-08-27,2024-08-31,SKU-LP003,Laptop Gaming X,Datorer,1,18999.00,Örebro,Privat,Swish,KND-29528,Levererad,Mycket nöjd med köpet. Snabb leverans också!,2024-09-09,4
ORD-2024-00328,ORD-2024-00328-1,2024-10-13,2024-10-16,SKU-MN003,"Bildskärm 32"" Curved",Bildskärmar,1,5999.00,Malmö,Privat,Swish,KND-38825,Levererad,,,
ORD-2024-00329,ORD-2024-00329-1,"June 21, 2024",2024-06-24,SKU-KB001,Mekaniskt Tangentbord K7,Tillbehör,1,1299.00,Uppsala,PRIVAT,Faktura,KND-65615,Levererad,Toppen! Exakt vad jag behövde.,2024-06-27,5
ORD-2024-00329,ORD-2024-00329-2,2024-06-21,2024-06-24,SKU-MN003,"Bildskärm 32"" Curved",Bildskärmar,1,5999.00,Uppsala,Privat,Faktura,KND-65615,Levererad,,,
ORD-2024-00330,ORD-2024-00330-1,2024-03-30,2024-04-05,SKU-MN001,"Bildskärm 27"" UHD",Bildskärmar,1,4999.00,Norrland,Privat,Faktura,KND-48240,Levererad,,,
ORD-2024-00331,ORD-2024-00331-1,2024-12-30,2025-01-02,SKU-MS001,Trådlös Mus X1,Tillbehör,2,399.00,Stockholm,Företag,Faktura,KND-43916,under transport,,,
ORD-2024-00331,ORD-2024-00331-2,2024-12-30,2025-01-02,SKU-MN001,"Bildskärm 27"" UHD",Bildskärmar,1,4999.00,Stockholm,Företag,FAKTURA,KND-43916,Under transport,,,
ORD-2024-00331,ORD-2024-00331-3,2024-12-30,2025-01-02,SKU-MN001,"Bildskärm 27"" UHD",Bildskärmar,3,4999.00,stockholm,Företag,Faktura,KND-43916,Under transport,,,
ORD-2024-00332,ORD-2024-00332-1,09/03/2024,12 mars 2024,SKU-SD001,Extern SSD 1TB,Lagring,1 st,1199.00,Stockholm,FÖRETAG,Faktura,KND-87969,Levererad,"Den funkar. Inte mer, inte mindre.",2024-03-13,3
ORD-2024-00333,ORD-2024-00333-1,2024-06-01,03/06/2024,SKU-MN002,"Bildskärm 24"" FHD",Bildskärmar,"""3""",2499.00,Sthlm,FÖRETAG,Faktura,KND-63488,Skickad,"Dåligt packad, skärmen var skadad vid ankomst.",2024-06-12,2
ORD-2024-00333,ORD-2024-00333-2,2024-06-01,3 juni 2024,SKU-MS001,Trådlös Mus X1,Tillbehör,3,399.00,Stockholm,Företag,Faktura,KND-63488,Levererad,,,
ORD-2024-00333,ORD-2024-00333-3,2024-06-01,2024-06-03,SKU-LP001,Laptop Pro 15,Datorer,3,14999.00,Stockholm,Företag,Faktura,KND-63488,Skickad,,,
ORD-2024-00334,ORD-2024-00334-1,2024-05-18,2024/05/21,SKU-MN001,"Bildskärm 27"" UHD",Bildskärmar,1,4999.00,Göteborg,Privat,FAKTURA,KND-95748,Levererad,Varken bra eller dåligt. Fungerar.,2024-06-03,3
ORD-2024-00335,ORD-2024-00335-1,2024-09-01,2024-09-05,SKU-MS002,Ergonomisk Mus Pro,Tillbehör,1,699.00,Linköping,Privat,Kort,KND-56448,Levererad,,,
ORD-2024-00335,ORD-2024-00335-2,2024-09-01,2024-09-05,SKU-WC001,Webbkamera HD,Tillbehör,1,799.00,Linköping,B2C,,KND-56448,Levererad,,,
ORD-2024-00336,ORD-2024-00336-1,2024-12-25,2024-12-27,SKU-HB001,USB-C Hub 7-port,Tillbehör,1,549.00,Stockholm,Företag,FAKTURA,KND-59098,Levererad,,,
ORD-2024-00336,ORD-2024-00336-2,2024-12-25,"December 27, 2024",SKU-KB002,Kompakt Tangentbord Mini,Tillbehör,2,599.00,Stockholm,Företag,Faktura,KND-59098,Levererad,,,
ORD-2024-00336,ORD-2024-00336-3,2024-12-25,2024-12-27,SKU-WC001,Webbkamera HD,Tillbehör,10,799 kr,Stockholm,Företag,Faktura,KND-59098,Skickad,,,
ORD-2024-00336,ORD-2024-00336-4,25 december 2024,2024-12-27,SKU-KB002,Kompakt Tangentbord Mini,Tillbehör,1,599.00,Stockholm,Företag,Faktura,KND-59098,Levererad,"Fungerar utmärkt, inga problem alls.",2025-01-07,5
ORD-2024-00337,ORD-2024-00337-1,2024-10-11,2024-10-14,SKU-WC001,Webbkamera HD,Tillbehör,1,799.00,stockholm,Privat,Kort,KND-64723,Levererad,,,
ORD-2024-00338,ORD-2024-00338-1,2024-10-11,2024-10-14,SKU-HB001,USB-C Hub 7-port,Tillbehör,1,549 kr,,Firma,Faktura,KND-64318,Levererad,Mycket nöjd med köpet. Snabb leverans också!,2024-10-24,4
ORD-2024-00339,ORD-2024-00339-1,2024-10-15,2024-10-17,SKU-HS001,Headset Pro ANC,Ljud,1,1899.00,Malmö,Privat,Swish,KND-65258,Mottagen,,,
